authorDisplayName,textDisplay
@user8800,Gua datang kesini hanya untuk ngasih dislike 😂
@user8801,Amati Tiru Plek Ketiplek 😹
@user8802,"Kaku bgt, demam bang?"
@user8803,Pretttt
@user8804,Masuk sini cuma pengen lihat comenan orang orang
@user8805,"Textbook banget cik, monolog spontan dong..."
@user8806,"MORATORIUM CPNS BAPAK KAU KEMARIN SELAMA 5 TAHUN, suami aku akhirnya ijasahnya pendidikan gurunya bisa dibakar.karena faktor usia gak bisa tes lagi.menyala jokowi, muka kau bikin muak. tidak tau malu."
@user8807,Disslikenya udah berapa? Kok ga keliatan 🙏
@user8808,Saya kesini cuma mau dislike😅
@user8809,Sama😂
@user8810,"kalau milih presiden dan wakil presiden dari hati dan keyakinan,jangan dari mata doang,atau denger telinga doang menyemenyemenye,&quot;DONGO&quot; lapangan kerja 10juta.aslinya pengangguran &quot;SELAMANYA&quot;."
@user8811,Weh bnyk anak abah dan pengikut batrei low bet
@user8812,Jadi pendukungnya lontong sayur udah gak ada nih?😂 Udh pada sadar kali ya😂
@user8813,Cairr
@user8814,Bonus keluarga pejabat lbh gurih😂
@user8815,😂😂😂
@user8816,Dislikenya tampilin dong
@user8817,Wi wok de tok not onli tok detok petok petok….. 🫥🫥🫥🫥🫥🫥🫥
@user8818,astaghfirullah
@user8819,Yapping
@user8820,likes2nya dibeliin papah 😂
@user8821,UPDATE 25 APRIL 2025 Jam 06.07 : 👍=107rb. 👎=143rb
@user8822,"Singkat,padat,merayap."
@user8823,Gue malah bukak chanelnya trus pause videonya &amp; malah lebih fokus Baca² koment&#39;nya......Lebih seru wkwkwkwk😂😂😂.
@user8824,Tatapannya KOSONG seperti isi pikirannya 😊
@user8825,Halah jem**t !!
@user8826,duta AI Indonesia
@user8827,Isinya bagus. Anak muda banget
@user8828,Cba klo tnpa text
@user8829,anjir likenya tau&quot; banyak
@user8830,"Saya bingung 58% darimana? Dislikenya aja itu 60%, apakah ini?"
@user8831,"Ngga ada isinya, itu semua informasi yang kita semua udah tau kocak"
@user8832,Bisa-bisanya manusia dengan kualitas begjni jadi wapres
@user8833,Ngakakk baca koment😂😂
@user8834,Kosong
@user8835,Sudah berapa dislike hari ini?
@user8836,Àpa kata Wapres pendahulu ...
@user8837,"Cuma modal paman dan bapak aja sok <a href=""http://sok.an/"">sok.an</a> bicara soal bonus demografi 😂"
@user8838,ke sini pengen liat jumlah dislikenya.. eh diumpetin ya? hahahahahhaha
@user8839,Kok dislike nya gaada sih? Di tiktok viral gue ke chanel yutubnya cuman mau liat itu doang😂
@user8840,Najis banget pake BOT 🤣🤣🤣<br><br>Anggaran negara buat bot like?
@user8841,"Mas wapres di tunggu mahasiswa di UGM,ui,,,kan udah ngasih materi disini dg sangat bagus...berani g????"
@user8842,Siapa yg mampir cuma untuk dislike? 😆
@user8843,"Ayo semangat Buzzer, dikit lagi imbang jumlah LIKE DISLIKE 😂"
@user8844,"Bagusan penjelasan Ferry Irwandi, koeong beut gue nonton 6 menit ga ada isi😂"
@user8845,208 JUTA USIA PRODUKTIF ... BONUS DEMOGRAFI.<br>ORIENTASI DAN MISPERSEPSI BERMUNCULAN SEBAGAI KONSEKUENSI WAJAR.<br>POLEMIK TERJADI ANTARA &#39;MISPERSEPSI&#39;&#39;  USIA PRODUKTIF DG LAPANGAN KERJA ...<br>MAMPUKAH DG &#39;TANTANGAN&#39; INI.<br>.....<br>MAIN CHALLENGE ; HUMAN RESOURCH QUALITY ... <b>HOME WORK</b> ...
@user8846,"Maaf nih maaf, isi nya kenapa hinaan semua ya!!! Ini lebih malu daripada pup di celana gak sih!!! 😅"
@user8847,Pengen baca komen netizen ajah 😅
@user8848,Jir buzzer like nya kenceng bgt coookkkk. Yg like tiba2 udah banyak aja
@user8849,Ko liat bapak wapres inget paman MK Mulu ya...😢😢😢😢😢
@user8850,"Maap bang, cuman kuat denger 11 detik sisanya baca komen. Gakuat bejirlah ngeliat video pencitraan kek gini🙏🙏🙏"
@user8851,Gak ikhlas dunia akhirat pajak dipake buzzer buat ngelike video yg gak penting ky gini!!! Astaga!!!!!
@user8852,"Disangkanya hidup cuma di dunia aja kali ya...., hati2 pak Wapres"
@user8853,BACOT BOCIL
@user8854,"Katanya dia ngak suka baca buku , dulu katanya punya akun fufufafa kaskus"
@user8855,"Kesempatan ini tidak akan terulang ,&quot;ketika bapaku jadi presiden&quot;, makanya aku buru2 minta dijadiin wapres lewat keputusan MK yg kelewat batas"
@user8856,"kita butuh pekerjaan bapak Wakil persiden, saya rasa tantangan cari kerja susah sekali, bahkan bawa jasa s1 saja setengah mati. kita butuh kemudahan kerja bukan video ceramah di YouTube. motivasi tak berguna tampan realisasi."
@user8857,Omon omon
@user8858,Calon sekjen PBB saat Indonesia emas perak tembaga natrium klorida
@user8859,Capek banget nontonnya
@user8860,Musibah
@user8861,"Demi Allah gua gak ngarti😭😭😭, Apa karna Gua miskin yg Cari kerja Susah, Sedangkan Lo"
@user8862,"Yaallah mas nyasar kemana-mana, Kalau manusia yang gak make AI kalah sama yang make, gimana dong Nasib Lansia, Orang Adat dan Orang pedalaman? Mereka gak ngerti teknologi sepeeti AI. Mereka juga banyak loh mas😂"
@user8863,"APAPUN YANG DILAKUKAN, DIMATA SEORANG PEMBENCI SEMUA AKAN TERLIHAT SALAH. DIA BERAK PUN MUNGKIN AKAN TERLIHAT SALAH DIMATA SEORANG PEMBENCI. YANG BENAR PUN AKAN TERLIHAT SALAH DI MATA MEREKA. RAKYATNYA SIH INI YANG PERLU DIGANTI. BUKAN PEMIMPINNYA."
@user8864,Dia Ngigo ya...😅
@user8865,🤣🤣🤣🤣🤣🤣🤣🤣 di tututpi jumlah dislike nya
@user8866,Lanjut mase....😊
@user8867,"Coba di depan mahasiswa deh ngomong gini, berani ???????? 😅😅😅😅😅"
@user8868,Kesini cuman mau liat dislike nya aja 😅
@user8869,Kok bsa ya ada orang yg gk punya malu sama sekali
@user8870,Bonus nya yg mana ya.....? Tidak merasakan bonus nya tapi merasakan kesengsaraan yg berkepanjangan
@user8871,"Mas tolong sadar diri, ini Negara bukan mainan 😭 taruhannya nasib anak cucu. Yuk kembali ke solo, berikan jabatannya ke yang lebih mumpuni 🙏🏻🙏🏻 saya mohon sebagai salah satu warga negara Indonesia."
@user8872,ra sudi
@user8873,Ini bocah jadi ketua rt aja gak pantas kok bisa jadi wapres ya
@user8874,​@@IndacoPutrasanjayaordal😂
@user8875,Gak meyakinkan banget 😂😂😂😂😂😂😂😂.
@user8876,Setuju sih mending balik ngurus catering aja
@user8877,Mirip mirip.....
@user8878,Ini orang musibah buat anak muda yang produktif
@user8879,"Like nya 100rb 😬, coba yg ngelike manusia apa hantu mery"
@user8880,bot semua itu wkwkkk biar ga keliatan jelek
@user8881,pake bot
@user8882,"Aduh kereeen banget ,inspirasi bangett ,udah ganteng, pinter idola ku kokoh Raymond chin ❤"
@user8883,😂😂😂 dah besar kepala dia.. Ternyata bukan dia.. Langsung pulang nangis sama emaknya 😂
@user8884,Mudah²an calon wakil presiden pemilu mendatang hasil naturalisasi. Setelah pemilu kemarin bangsa ini kecewa wakil presiden dari bonusisasi seorang bapak yang peduli anaknya. Merdeka...konoha...!!!<br>Mari kita serentak DISLIKE
@user8885,Huhuhahah😂
@user8886,Jabatan dari siapa mas?
@user8887,Yang dislike video ini siapa&quot; yah wkwkwk
@user8888,Yang dislike video ini siapa&quot; yah wkwkwk
@user8889,Mc dunia ini
@user8890,"KOSONG, dan CACATT."
@user8891,Penakmen nek omong
@user8892,"Datang cm mau titip jempol kebawah, lalu ... skip"
@user8893,"<a href=""http://www.youtube.com/results?search_query=%23kosong"">#KOSONG</a> <a href=""http://www.youtube.com/results?search_query=%23kosong"">#KOSONG</a> <a href=""http://www.youtube.com/results?search_query=%23kosong"">#KOSONG</a> <a href=""http://www.youtube.com/results?search_query=%23kosong"">#KOSONG</a> <a href=""http://www.youtube.com/results?search_query=%23kosong"">#KOSONG</a>"
@user8894,Kaya abis tidur sore... Bangun magrib.... Cuci muka dulu mas
@user8895,B4JINGANNNN
@user8896,Mending ngaskus aje gan. Enak dikasih cendol
@user8897,BACOT!!!
@user8898,Gak percaya kalau narasi ini hasil pikirannya sendiri😂
@user8899,Banyak sekali orang&quot; muda yang lulus dengan PREDIKAT CUMLAUDE DAN NILAINYA BAGUS&quot;<br><br>EHHHHH....YANG DI JADIKAN WAPRES LULUSAN UNIVERSITAS RUKO/UNIVERSITAS GAK JELAS ASAL USULNYA 😂😂😂
@user8900,"bonus demografi apa over populated? karna percuma banyak penduduk produktif  tp pemerintah ga ada upaya konkret buat memberdayakan, yang ada bakal jd bencana. ga perlu janji jutaan lapangan pekerjaan baru, itu kejauhan. minimal buat regulasi ke perusahaan biar ga bikin syarat recruitment yg ga masuk akal. itu bakal ngebantu banget."
@user8901,"dislikenya disembunyikan, (wapres) tp takut kena dikte RAKYAT.."
@user8902,mas mending mas mundur aja deh orang udah muak😂
@user8903,"apalah mas mas ini, pertama dia membahas suatu hal yang basic orang indonesia sudah tahu, terus maksud dari bonus demokerasi, bonus demokerasi, maksudlu... semakin banyak anak muda yang berumur 17 tahun keatas, di tahun 2030 bakal milih lu lagi, MAS INGETT YA.. lu bukan siapa siapa kalo bukan karena bapak lu, bagusan juga temen-temen kampus gua dari pada lu... salam kenal, gua naufan"
@user8904,"Bapaknya sendiri yang pernah bilang mau ganti PNS dengan AI, padahal anaknya lah yang harusnya tergantikan dengan AI"
@user8905,cara public speaking dengan gaya bicara bapaknya sangat Old School dan tidak relevan dengan generasi muda.
@user8906,Mundur lah kami muak lihat nya. Malu lihat pemipin kwalitas nya kek anak SD
@user8907,Waduhhh kok di hilangin dislike nya??😅😅
@user8908,90BL0K NYA NATURAL BANGET<br><br>Gak Bapak ga Anaknya sama&quot; PENIPU dan PINTAR MANIPULASI
@user8909,Aduh mbok ya latihannya agak effort dikit dong...secara udah wapres yaaa....tambah ekspresi dikit2 biar ga flat gitu...blm sarapan yaa
@user8910,"Saya dulu pemilih prabowo, tapi raine wakile tak tutupi pas tak coblos untuk mengurangi rasa berdosa karna milih sing wakile ra genah ngene.. <br><br>Kapan ya Indonesia bersih dr nepotisme? iki salah satune"
@user8911,Butuh paman.  Maas... Ga butuh kerja keras..
@user8912,Baby Nepotisme
@user8913,"Kata saya sih percuma ya anda pake bot likes sampe 100k&#39;an, rakyat ga bodoh, komennya aja rata-rata kontra ke mas wapres loh 😢"
@user8914,Penghasilan YouTube buat siapa ya ini ..
@user8915,report ga sih pake bot like si anjir
@user8916,"Halah tai kucing. Tau kah kau tai kucing. Tai kucing itu bukan ketipung, tp senada dg penjabot yg hanya bisa tepuk-tepuk ketipung krn gak becus memberi sambutan. Anak SD juga bisa kalau hanya tepuk-tepuk ketipung.<br>Tai kucing itu busuk baunya. Dan ada yg lain yg busuk, bahkan lebih busuk walau bukan tai kucing."
@user8917,"Fufufafa ngoceh gak jelas,,, 😂😂😂"
@user8918,Terlalu dipaksakan tidak baik
@user8919,"Bonus demografi, tapi ga di dukung sama sekali. Apalagi sektor Industri kreatif Indonesia terus di senggol sama &quot;Ai&quot;. Itupun Film Jumbo udah Viral baru dibahas wkwkwkwk bang bang. Lu sebenernya peduli kalo itu &quot;VIRAL&quot; Atau &quot;TRENDING&quot;"
@user8920,"Teruslah berkarya hingga kritikan pedas, berubah menjadi tuntutan pengunduran diri"
@user8921,Warpes AI
@user8922,UJIAN TERBESAR BANGSA INDONESIA SAAT INI... WAPRES HOGAAAAA
@user8923,TELEPROMPTERNYA SEGEDE GABAN ITU... 😂
@user8924,"Kata kata nya kek AI banget, skirpsi nya dari AI kah pak? 😂"
@user8925,"Que dulu dukung jokowi, tapi tidak untuk nepotisme, <br>Turunkan!!!"
@user8926,Papa aku minta dbeliin bot like
@user8927,ke sini cm mau dislike sayang tombol dislikenya gk ada 😂
@user8928,Ini likenya dari mana??
@user8929,"Liat matanya, kalian akan mengerti kondisi beliau😂 SAK*au mania"
@user8930,"Siapa yg mau bantu nyarik kerja anak muda segitu banyaknya, lah anda di bantu paman SM bapak sendiri enak..😂😂😂😂"
@user8931,"Sebagai bonus demografi,,SDM negeri ini..MOHON DISIMAK...... PENJELASAN SAYA PAK/REALITA KEHIDUPAN . 🫡🇮🇩🇮🇩BENAR BAHWA BAPAK SEKARANG SEBAGAI WAPRES PRIODE 2025-2030.INSYA ALLAH.<br><br>BAHWA PENDUDUK INDONESIA MOHON DI KLARIFIKASI JUMLAHNYA ,,,KATA ATAU FAKTA JUMLAH TEROBOSAN  PENDUDUK ASLI PRIBUMI INDONESIA BAIK DILUAR NEGRI 241JT JIWA.DAN KATANYA LEBIH 30JT JIWA MEMBUTUHKAN LAPANGAN PEKERJAAN YANG LAYAK ,MOHON JANGAN DIPERSULIT.🙏🙏🙏ANDA IA MASUK JADI WAPRES MUDAH,,, KALAU KAMI MAU LAMAR KERJA NGGAK MUDAH...KIRA-KIRA KAMI MAU BAGAIMANA PAK WAPRES....<br>TOLONG DIBANTU... TRIMAKASIH.."
@user8932,Bingung bangga sama animasi jumbo tapi bikin iklan pake ai
@user8933,"Lain kali gausah gini lagi ya mas wapres, mending diem aja tolong hehehe"
@user8934,Nepotisme Radikal 😂
@user8935,Yaelah si pepek pakai duit negara buat beli bot like🤡🤡🤡
@user8936,"pas views nya masi 700k perbandingan masih <a href=""https://www.youtube.com/watch?v=SzXMacu80o8&amp;t=72"">1:12</a> tiba2 kemaren pas 820k langsung jadi 1:3. Miriss bangett uang pajak kita malah buat beli BOT like 😞😔"
@user8937,😢​@@sayamanusia7911
@user8938,"1.145.434 views<br><br>￼<br><br>107.211 likes<br><br>￼<br><br>143.152 dislikes（57%）<br><br>￼<br><br>46.374 comments<br><br>Cek di yt view online dislike di google barusan, <br><br>Gilee dari like 5 rban jadi 100K.. Tapi masih banyak dislike nya.... 143 rban😂😂😂"
@user8939,likenya masa 107 rb lohh pasti abis nyewa buzzer njiir
@user8940,"pas views nya masi 700k perbandingan masih <a href=""https://www.youtube.com/watch?v=SzXMacu80o8&amp;t=72"">1:12</a> tiba2 kemaren pas 820k langsung jadi 1:3. Miriss bangett uang pajak kita malah buat beli BOT like 😞😔"
@user8941,tutorial main karbit
@user8942,Kalo di rate dari sejarah wapres yang ada di indonesia wapers kita yang satu ini memiliki peringkat yang rendah di bandingkan wapers2 yang sebelumnya.
@user8943,Beraninya sama SMP ke bawah..<br>Padahal ditunggu di kampus-kampus🤭
@user8944,"g bkal brani lah...kan g bsa ngmong dia,,adu argumen ama mhasiswa...kliatan tukang apal apalan😄"
@user8945,Masyarakat gakan pernah lupa sama fufufafa
@user8946,"Wapres yang merusak tatanan demokrasi. Berbicara bagaimana mengarahkan pemuda??? Hoy.. Apa kabar dengan anak muda yg banyak nganggur dan susah cari kerja??? Kasih wadah dong, kasih solusi. Ngerti apa antum mengenai bonus demografi disaat pemudanya pada lari keluar negeri... LOL😢"
@user8947,"Di X, para haters menyebarkan dislike, eh tidak lama kemudian, para loyalis mas Wapres berbondong-bondong kemari. 😅. Mksdnya apa? Haters termasuk promotor terbaik yang tidak perlu digaji😂😂😂"
@user8948,terimakasih buat para haters🤪
@user8949,sinta tolol sepong terus tuh fufuafa
@user8950,Dislike2
@user8951,Kosong
@user8952,"Gibran, jangan malu belajar, belajar di ferry irwandi juga bisa kok,."
@user8953,"Saya heran, Salahnyaa dimana? Justru apa yang dibicarakan sdu cocok"
@user8954,"Thamnailnya copas dari irwan,"
@user8955,"Komen nya gak ada yg positip apa?! Wkkwkwkw<br>Kasian guys,,, gini gini juga dia wakil presiden…<br>Sangat berwibawa, berkharisma, pinter, masih muda,,<br>(Kata kaum 58%)<br>Gua sih malu punya wakil begini"
@user8956,Wkwkwkwk
@user8957,"Bersukur saya tidak memilih dia, tidak ada beban mental punya wapres krn bapak dan pamannya"
@user8958,OMON OMON KAKEHAN FAFIFU
@user8959,Ke sini cuma mau baca komen....<br>gak minat nonton video apalagi dengar bicara nya. ..😂😂
@user8960,"Dia pasti merasa udah keren banget, dan ngga nyangka dapat respon buruk 😂"
@user8961,Wih buzzer gercep nih... Tiba2 yg ngelikes jadi banyak 😂😂😂😂
@user8962,Kabar usaha martabak yg di subsidi duit negara milyaran gimana?
@user8963,Mbladus endas
@user8964,"Pikirin lowongan kerja bos dari pada bangun ikn 😂 pemcetan masal dimana mana omnibuslow merajalela ,gimana ekonomi mau gerak lapangan kerja aja susah"
@user8965,tiba² jumbo si paling ai ini tiba² timnas si ahli ai ini mas fufu mas fufu
@user8966,Ayahhh Aku Butuh Like Bott 😂😂😂
@user8967,angka dislikenya bener..di umoetin...hahaha kocak
@user8968,"Trus solusinya apa sul samsul, kosong adalah isi isi adalah kosong 🤡"
@user8969,Fungsi gibran
@user8970,"OMONG KOSONG KAGA JELAS, JADI WAPRES CUMA PAJANGAN DIBANTU PAPAH. MUKA NDESO MACAM TUKANG PETIK SINGKONG KAGA BONAFIT. TURUN SAJALAH TIADA GUNA KAMU"
@user8971,semangat bgt gw maah kalau hujat mehujat  keluarga dinasty ini
@user8972,"Dislikenya masih 147k, likenya dari 4k melejit 107k wkwk nguwawor!"
@user8973,"apalagi kalo bukan beli buzzer like, di shopee banyak kok yg jua like video YouTube 😂"
@user8974,Wkwkw para buzzer udh dikerahkan untuk ngelike😂
@user8975,Wes angel2
@user8976,Report mobile legend: Cheating or Using Hack
@user8977,gw kesini cuman mau 👎
@user8978,bagus mas
@user8979,Cocoknya jd wakil kades
@user8980,Ga ada cocoknya jadi leadership maupun wakilnya .
@user8981,Mari kita tenggelamkam mas wapres dan para buzzer melalui kolom komentar 😂
@user8982,"Mas ajari bapak saya seperti bapa anda, mencari pekerjaan untuk anaknya."
@user8983,Mana 19 juta lapangan pekerjaan
@user8984,Siapa yang setuju gibran di makzulkan ?
@user8985,Laki-laki kok gk bisa dipegang omongannya🥴
@user8986,Jalur bapak aje brisik lo.
@user8987,"Duit rakyat buat ngegaji org beginian, di pake beli bot like lagi hebat bener😂"
@user8988,"Berani gak datang kekampus2 besar,untuk memberikan materi atau diskusi terbuka,saya yakin gak berani,sama kaya mulyono gak berani nunjukin ijazahnya"
@user8989,"Kita siap di berdayakan diedukasi dan disuport pemodalan oleh pemerintah, spy bisa berkembang, menyerap  &amp; mengembangkan bonus² demografi 👍<br><br>Gmn mas @gibran?."
@user8990,"BUZZER LIKE UDAH JALAN INI, LIKENYA NAIK DRASTIS, GAK WAJAR 💀"
@user8991,"INILAH HASILNYA JABATAN TITIPAN PAMAN, ASAM SULFAT"
@user8992,"142.000 dislike,,,🙄"
@user8993,Kok dislike nya di sembunyiin gengsi ya? mendingan baca comic ama maen ps aja udah dahh lahh ya😅
@user8994,Sumpah demi Tuhan jgn main2
@user8995,Ya berkat AI ijazah bapakmu bisa dibuktikan Palsu terimakasih AI
@user8996,Terima kasih atas pencerahanya <br><br><br>Pak anies rasyid baswedan😊
@user8997,Kosong
@user8998,yaudah sih gw cuma pengen dislike doang
@user8999,Numpang dislike 😂
@user9000,Gue pause nih video cuma buat komen.<br><br>Apakah anda termasuk generasi muda?. Apa inovasi anda?. Apakah dari bantuan AI?. Siapa yang melaksanakan inovasi tersebut?. Berikan kami informasi tersebut dan kapan pelaksanaannya?. Kapan hasilnya dapat dilihat?. Kapan invoasi tersebut selesai?. Apa konsekunsi yang anda terima jika inovasi tersebut tidak terealisasi?. <br><br>Jangan hanya memberi harapan saja. <br>Lebih baik diam dari pada bicara tetapi tidak menghasilkan apa-apa. <br>Berfikir dulu sebelum bicara<br>Saya juga tidak percaya video ini adalah hasil pemikiran anda sendiri.
@user9001,KOSONG
@user9002,"Katanya bnyk dislike kok ini 107rb like? Serius nanya, mana yg buzzer mana yg hoax susah bedain skrg. Pasti koment gua bnyak yg boom buzzer2 wkwk"
@user9003,Perhari ini likenya naik drastis sangat tidak wajar.
@user9004,Per hari ini naik drastis bang lonjakannya. Sebelumnya presentasi dislike sekitar 90% wkwkwk
@user9005,"Dia beli bot like itu, padahal beberapa hari sebelumnya like nya cuma 2rb an"
@user9006,@@ethereal_serenityy ketahuan banget ya beli bot nya wkwkwk
@user9007,@@waliyyimafaza4086 iya padahal banyak yg hate comment di video ini wkwkwk
@user9008,ngomong apa sih bang...
@user9009,Pengen beraaakkk njir
@user9010,"Kalo dia tegang dagunya merah,"
@user9011,Sy mampir ke sini cm mau partisipasi dislike aja ko 👎
@user9012,"Bonus anak Hokage... 😂😂, ORDAL.."
@user9013,Manusia yg tdk menggunakan AI akan dikalahkan oleh manusia yg menggunakan AI<br><br>Begitu juga manusia yg menggunakan MK akan menerobos konstitusi yg berlaku. Walaupun peraturannya blm di revisi. <br>Tabrak² masuk
@user9014,Nasi sudah menjadi bubur ini nama nya
@user9015,Wapres titipan ayah😂😂
@user9016,Wocoen komen e wong wong tel gatel
@user9017,Pasti dia baca teks😂
@user9018,semangat gilanya ya barisan 28 16 😅😅😅
@user9019,❤❤❤❤❤
@user9020,Indonesia emas kata wapres dengan tatapan kosong🗿
@user9021,Para Penikmat SUSU Sahrini kumpul di sini..siapa tau dikasih link sama yg sedang monolog
@user9022,Hidup Jokowi
@user9023,Yg kurang SDM nya banyak yg berpikir NEGATIF 😭😭😭 tentang video ini
@user9024,"Ngomong apa si anak ga jelas ini, kosong gak ada isi"
@user9025,"PEMERINTAHNYA AJA GAK BENERRR<br> <br><br>bentar gais, di depan rumah ada tukang bakso. Kayanya bentar lagi eksistensi gue di tiadakan."
@user9026,Ciyuz? Mi apah.
@user9027,Editornya hebat tidak sampai muntah dan mual pas edit² video-nya
@user9028,Kesini cuma unlike si anak haram
@user9029,halah nyocot
@user9030,Gak malu apa anda ini
@user9031,Gw ke sini cuma untuk Dislike....... titik!
@user9032,"Ngomong ama kentut sama.. <br>Kagak jelas, cuma bikin eneg ajah.. <br>Bikin malu Indonesia ajah luh"
@user9033,Kelihatan banget baca bukan dari pikiran sendiri 😂
@user9034,Dislike nya 150rb 🤣
@user9035,Ngantuk
@user9036,Ngngngng<br>Mendengung
@user9037,Astaga pajak gw dipake beli like + buzzer online wkwkwk
@user9038,yang ngelike bot ya
@user9039,"@Gibran_Rakabuming, Indonesia gelap, tidak ada kemajuan di sektor ekonomi. KORUPSI ADALAH SEGALA NYA 💸🤤"
@user9040,"Anak sekecil itu berkelahi dengan jabatan, 2030 Indonesia bubar, Aamin ya Robbal&#39;alamin"
@user9041,"yg gw khawatirkan, gw yg lulusan MBA n sedang dalam proses doctoral, bakal dipimpin sama anak sontolodon!"
@user9042,Jangan panggil aku anak kecil paman.
@user9043,"Gw tim dislike , wkwk"
@user9044,Intinya cuma lagi iklan animasi jumbo 😂😂
@user9045,mau mimpin/ atau mau jadi youtuber
@user9046,Skrng dulu pak kaya apa kondisinya. <br>Lapangan kerja makin sulit
@user9047,Waw sanggat luar binasa<br>Pingin muntah..?
@user9048,Lebih seru Baca Komen daripada videonya. 😁
@user9049,Liat dislike buzzer auto kerja keras
@user9050,Semangat pak gibran <br><br>Bismillah jadi mentri😆
@user9051,Anjayyy
@user9052,Lah ini yang 58% pada ga punya YT apa? Bantuin woii bantuin. Koar² di tiktok doang
@user9053,Ngerti ga itu yg diomongin ?
@user9054,Wapres palsu
@user9055,ke sini cuman mau dislike karna yakin gak da manfaat nya
@user9056,Tp kok g keliatan brp byk yg dislike mlh yg like 107k
@user9057,"​@@beauty7714 Bot itu palingan, ga percaya gue100rb orang like video kayak gini 🤣🤣"
@user9058,jir kok jadi banyak like nya pasti dibantu buzzer😹
@user9059,Ga keliatan yg dislike
@user9060,bisa diliat di web
@user9061,Bahkan buzzer pun tidak kuat menahan gempuran netizen di sini WKWKWK
@user9062,Minimal tidur
@user9063,"Ko dia gak malu yaaa.. udh mending mundurr tong, kasian rakyaat lu kibulin Mulu, sebijak bijak lu ngomong,  tetep lu keliatannya polongo aja tong..."
@user9064,😵‍💫😵‍💫😵‍💫
@user9065,Planga plongo gak jauh kaya mulyono
@user9066,Trs kmu apa???
@user9067,@@beauty7714 kamu salah satu nya ternak mulyono
@user9068,Adakah komen positif?
@user9069,Adaa
@user9070,Sumbang satu...fifu fafa fufu fafa fufu...salah pesan ijasa
@user9071,"Halo Pak Gibran, terima kasih ya masih punya hati melayani, walaupun rakyat nya pada malesin kayak gini. Revolusi mental itu kayaknya masih jauh. Tetap semangat semoga jadi presiden termuda, terus kembangkan diri jadi pemimpin negara ya pak 🙏🏻"
@user9072,Aamiinn
@user9073,Mas Wapres Kacau !!!
@user9074,"Amazing,,menginspirasi...anda adlah role mode bagi ank ank muda indonesia dlm menghadapi tantangan global dan kemajuan<br>Kereen mas @agusharimurtiyudhoyono 🔥🔥🙏🙏"
@user9075,Buka channel &gt; pause &gt; baca komen &gt; ikut komen &gt; close channel
@user9076,"Keliatan bodohnya anjir wapres kita, keliatan bgt lg baca teks"
@user9077,La kmu apa? Keknya lbh bodoh deh
@user9078,Kami Rindu Fufufafa....🎉🎉🎉
@user9079,Anjiirrr Muka lu bikin mulesss.. Skali2 lu buka diskusi di kampus2..
@user9080,Wkwkwkk... Gmn nih pk Rt. Sudah ada kemajuan😂
@user9081,NGAPUSI. OMON2. PLANGA PLONGO
@user9082,Yg ngatain lbh parah plongo nya
@user9083,@faisaika7714  buzzer lolot
@user9084,"mau dipaksakan untuk terlihat pintar... lumayan usaha tim nya. kalian dibayar untuk itu, walau tetap gak mungkin ngisi otak kosong orang ini"
@user9085,"Kok dia gak sadar diri ya 😅😅😅😅 , diragukan kewarasannya sih klo GK peka"
@user9086,"Kalo gw di posisi dia, malu gw nongol apalagi ngomong depan rakyat karena rakyat tau jabatan gw hasil nepotisme...<br>Semoga dapat hidayah nak..."
@user9087,Sya ksni untuk<br>DisssL
@user9088,Fufufafa planga plongo 😮
@user9089,👎
@user9090,Bonus demokrasi akan efektif jika orang ini tidak ada dalam kekuasaan.. Kaliber wapres harusnya diisi orang yang punya kemampuan intelektual dan problem solving yang mumpuni.. tapi apa yang kita dapat dari orang ini???
@user9091,"Kontennya bagus, skripnya bagus, gambar videonya bagus, penyampaiannya bagus, kenapa ktnya dislikenya lebih banyak ya? Emg ga bs ya org pd objektif komenin kontennya aja tanpa lihat historikalnya dia kepilih jd wapres, dan irl nya kek apa?  ini sm aja kek kalian ga bs milih idup di bekgron kluarga dengan status sosial dan ekonomi yg lebih baik dr saat ini kan?  <a href=""http://www.youtube.com/results?search_query=%23cumananya"">#cumaNanya</a> <a href=""http://www.youtube.com/results?search_query=%23bukantim58"">#bukanTim58</a>%"
@user9092,"Ya gmn ya udh tau jga netizen indo kek apa SDM rendahnya super rendahhh bisanya judge org pdhl 1 tahun aja blum menjabat udh kayak gtuu pdhl memimpin jga butuh proses,tp yakin jga si rakyat2 seperti mereka yg dislike apalagi ini komennya jelek semua ya lbh plingan plongo lbh tolol rendah se rendah2 nya,nyalahin pemerintah tp gbs intropeksi diri sok2 an komen jelek2 pdhl dirinya pun jelek 😂"
@user9093,"beli like ga akan permanen, bakalan turun likenya percaya deh seluruh dunia ga sebodoh itu<br>bot-like bakal dibersihin YouTube karena dianggap manipulatif. YouTube aja ga suka orang manipulatif 😭"
@user9094,Mas mas gemukin dulu aja hewan  di kebun binatangnya
@user9095,Pemuda tertekann
@user9096,Dislike
@user9097,Apa apaan ini 😂😂😂
@user9098,KOSONG 😂
@user9099,"Njirrr tiba tiba like nya naik 80k aja dalam sehari,nyari bot di mna yah🤔🤔"
@user9100,Udah mas mundur aja dr pd beban batin
@user9101,Pimimpin gk ada wibawanya. Di buly rakyatnya. 😊
@user9102,Kocak😅
@user9103,Ini fungsimu?
@user9104,Kerja masih dicariin sama Bapak
@user9105,Wapres dungu😂
@user9106,Apa kabar kmu? 😂
@user9107,Najis huekkkk 🤮🤮🤮
